simple_postcode,price,xcoord,ycoord,crime_deprivation,health_deprivation,housing_services_deprivation,education_deprivation,living_environment_deprivation,outdoors_deprivation,geographic_barriers_deprivation,flood_areas_count,commute_hours,commute_distance_km,noise_decibels_mean,noise_decibels_var,lat,long
SO22,632088.79245283,446690.641579398,129736.019726985,7.31578947368421,8.26315789473684,5.73684210526316,8.1578947368421,7.89473684210526,6,4.31578947368421,1,2.02130555555556,163.2975,62.7848011363636,39.1668761509013,51.0645137337455,-1.33010387542651
SO23,533807.411764706,448502.664387483,130209.251869628,5.85714285714286,7.42857142857143,4.42857142857143,8,6.42857142857143,5.42857142857143,4.28571428571429,1,1.9645,160.621,63.4278846153846,43.8446499962982,51.0748429472301,-1.30795724924895
SO24,569946.691489362,459831.174402444,132100.78261932,9.75,9.25,5.25,8.5,8,8.75,3.25,1,1.788,140.459,67.944055944056,62.2635259477365,51.0977942725987,-1.14954781457107
SO53,432549.859437751,443257.234357581,120818.613757821,10,10,2,10,10,7,1,0,2.17122222222222,177.0006,62.5968572560412,30.7517439517557,50.9865350058878,-1.40834122624362
SP1 ,337886.473053892,414888.849923098,130720.22063877,6.125,6.75,5.6875,7.1875,5.75,5.25,4.75,1,2.34411111111111,188.4574,64.2083748753739,44.5147436679324,51.0797370799598,-1.77526725717591
SP10,492799.20472441,436074.330044626,145995.55368399,5.82142857142857,7.25,5.42857142857143,5.35714285714286,8.53571428571429,6.07142857142857,3.78571428571429,1,2.03252777777778,167.7156,63.7546063651591,44.0059511022562,51.208450959511,-1.4900128850247
SP11,452867.057377049,434003.096091016,147636.349268566,8.5,7.8,3.2,5.5,4.7,7.2,2.6,0,2.08922222222222,173.5615,63.2139689578714,36.7876847848289,51.2345730197888,-1.57279577001285
SP2 ,294092.527777778,412444.504857237,130528.12969852,5.89473684210526,6.73684210526316,4.8421052631579,5.78947368421053,6.57894736842105,6.78947368421053,3.73684210526316,2,2.49333333333333,196.4074,63.6094192634561,38.2607826594375,51.0394952134834,-1.8497079067975
SP3 ,661004.409638554,398943.426504206,133965.357116027,8.42857142857143,8.28571428571429,4.85714285714286,6.28571428571429,2.57142857142857,7.42857142857143,3.42857142857143,1,2.46233333333333,203.0779,66.0095338983051,40.242751002031,51.1365855755016,-1.93394796159032
SP4 ,309810.685534591,416373.078870383,140951.493302949,8,7.6875,6.25,4.875,7.375,7,4.375,1,2.32055555555556,188.583,63.5161290322581,44.4695996388764,51.1512863396182,-1.73896238608802
SP5 ,593947.957055215,417247.292839158,124406.529704871,8.3,9.2,2.4,8,4.7,8.8,1.4,2,2.54408333333333,199.6237,62.8628442945475,29.3591304881156,51.0139508179279,-1.86719769018391
SP6 ,493853.6,414128.191396563,114816.520251251,7,7.85714285714286,5.71428571428571,7.57142857142857,7.28571428571429,8.14285714285714,3.85714285714286,0,2.55819444444444,215.3069,63.0381679389313,41.5046571888788,50.9223447472054,-1.78838372273637
SP7 ,478782.140186916,386959.169326221,122987.66529604,8.5,7.83333333333333,3,5.5,8.33333333333333,9.16666666666667,2.16666666666667,1,2.80555555555556,230.5318,62.6529850746269,26.8192045391022,51.0179028698671,-2.21649559487898
SP8 ,329178.166666667,380019.519044014,126461.783850979,8.83333333333333,7.33333333333333,5.66666666666667,5.16666666666667,8,9.83333333333333,3.66666666666667,1,2.85044444444444,236.5385,66.6396396396397,58.0507780507781,51.0445144168833,-2.30042772039
SP9 ,239685.166666667,423539.587447227,148508.156488372,7.5,6.5,6.5,3,10,9.5,6.5,0,2.25958333333333,181.8068,62.5635245901639,26.1191596256775,51.2430215091503,-1.67296662338421
SR1 ,120750,439973.770936185,557021.684783633,1.76470588235294,1.94117647058824,8.47058823529412,3.29411764705882,7.41176470588235,7.70588235294118,7.64705882352941,0,5.41416666666667,469.874,62.0789828549412,30.8415447070278,54.9006642003252,-1.39575112188464
SR2 ,168773.143564356,440062.800077579,554869.744383477,3.65,2.85,8.3,5.35,8.9,9,6,0,5.37630555555556,466.0313,62.1293487957181,29.2939945791844,54.8780251777148,-1.38071203452265
SR3 ,167086.903614458,437506.82334453,553624.283057582,4.5,2.75,7.95833333333333,4.125,9.75,8.66666666666667,5.83333333333333,1,5.40422222222222,467.8554,62.2806397047517,29.8081871022498,54.8777826229081,-1.42362990678379
SR4 ,111517.305699482,436971.041559883,556345.915402814,3.25,2.1,9.2,3.05,9,7.7,7.95,1,5.41905555555556,470.5738,62.1973684210526,31.1361952057404,54.898660638337,-1.4285155039845
SR5 ,398140.916030534,436968.315807732,558888.871113234,2.8695652173913,1.65217391304348,8.21739130434783,2.21739130434783,9.73913043478261,8.17391304347826,6.34782608695652,0,5.48566666666667,474.066,62.3530796390742,32.5394565752681,54.9230827157564,-1.42364021322875
SR6 ,247560.352657005,439881.977082087,560175.389764269,6.66666666666667,4.4,8.53333333333333,7.4,9,9.46666666666667,6.4,0,5.49630555555556,472.4851,62.0564789414233,29.8144338880733,54.9349147766343,-1.38945344819513
SR7 ,228708.846994536,441136.722012718,548665.727631863,4.05,2.55,8.45,3.8,9.85,8.95,6.2,0,5.28677777777778,458.4628,61.7661188369153,24.2260284348142,54.8275096392411,-1.36240608142405
SR8 ,83148.7699530516,442836.300696862,541512.486350323,2.29166666666667,1.58333333333333,7.95833333333333,2.91666666666667,9.79166666666667,8.5,5.29166666666667,1,5.29066666666667,457.7209,62.0773195876289,32.7685198550471,54.7706232802018,-1.32952824811629
SS0 ,347781.15542522,586522.43359433,186418.066284848,4.11111111111111,4.47222222222222,5.80555555555556,4.72222222222222,5.13888888888889,6.02777777777778,6.33333333333333,1,0.833666666666667,54.6068,61.4239758042343,21.1821312733418,51.5500846542565,0.690192600003879
SS1 ,390409.594594595,589528.617671133,185483.990768286,4.55,5.15,6.45,4.85,6.75,6.7,6.55,1,0.926777777777778,59.0328,61.4963875903102,23.6301952782813,51.5401059965644,0.74455692604121
SS11,411196.834532374,575810.564105699,194003.582831151,6.36363636363636,7.27272727272727,4.36363636363636,4.27272727272727,8.36363636363636,5.36363636363636,3.90909090909091,0,0.730916666666667,48.4915,62.1901681759379,29.356942647693,51.6141077384002,0.547345459663461
SS12,362278.737804878,574660.91713613,192604.478430009,5.54545454545455,7.36363636363636,4.72727272727273,4,7.45454545454545,4.36363636363636,3.63636363636364,0,0.608611111111111,39.8379,61.8975512243878,29.557109723069,51.5686838047783,0.515669546672625
SS13,371926,574006.934538229,189183.801525702,1.88888888888889,3.33333333333333,3.94444444444444,1.55555555555556,7,3.94444444444444,5.33333333333333,0,0.619305555555556,40.1133,62.2171985815603,35.1508599002522,51.5680647744046,0.491343187379738
SS14,324685.418439716,571705.445047495,189211.250740403,1.84615384615385,3.92307692307692,4.53846153846154,1.76923076923077,6.76923076923077,3.30769230769231,6.92307692307692,0,0.618305555555556,39.8704,61.9983813531887,34.577393752191,51.5770484052927,0.472855436679928
SS15,359247.004504505,568335.160244177,189255.995483346,3.1,4.85,4.15,3.45,8.2,4.75,4.55,0,0.596305555555556,39.314,63.6360708534622,50.0124871341534,51.5736506114292,0.423930379643406
SS16,349528.519125683,570216.873299641,187761.59653687,3.14285714285714,5.42857142857143,4.21428571428571,3,7.5,4.85714285714286,5.5,0,0.570111111111111,36.9785,62.9785766158315,46.5629262696455,51.5543401036122,0.450545130044716
SS17,390398.630136986,569228.148458067,183142.430110766,6.05555555555556,7.11111111111111,6,3.33333333333333,7.22222222222222,6.38888888888889,5.94444444444445,1,0.526277777777778,32.5732,63.4544235924933,51.2922893189246,51.5221238385331,0.441449576039856
SS2 ,284664.25,588446.807050966,186991.074790815,4.05882352941176,4.70588235294118,5.35294117647059,2.76470588235294,6.23529411764706,6.23529411764706,5.70588235294118,1,0.877361111111111,57.1178,61.3967921896792,22.1333974496495,51.5612173040323,0.726022301817986
SS3 ,362783.111111111,593534.095487894,186162.769424876,4.71428571428571,5.64285714285714,6.07142857142857,3.78571428571429,8.14285714285714,8.21428571428571,6.07142857142857,0,1.03416666666667,65.0034,60.9220779220779,26.894954004329,51.5556986825429,0.827089389737553
SS4 ,349756.142857143,587553.137667737,191741.245693764,6.69230769230769,8.30769230769231,5.61538461538462,4.30769230769231,8.46153846153846,9.15384615384615,4.69230769230769,1,0.970611111111111,60.4567,61.4644268774704,23.1116245231207,51.6026970275468,0.727142880460004
SS5 ,436698.642384106,583362.560891167,193283.631692,8.92307692307692,9.30769230769231,6.69230769230769,5.53846153846154,9.61538461538461,9.23076923076923,4.84615384615385,1,0.813194444444445,53.9865,61.7068716962999,22.576876584832,51.6080029743447,0.638421023248281
SS6 ,413810.446428571,580696.801128085,191017.998650252,8.1304347826087,8.78260869565217,5.95652173913044,5.34782608695652,9.17391304347826,7.65217391304348,4.21739130434783,1,0.705305555555556,48.1847,61.8461377433536,25.1699981661149,51.5858947731646,0.606294049220522
SS7 ,387124.591549296,578778.781461811,187918.890494533,7.32142857142857,7.85714285714286,6.5,5,8.71428571428571,6.64285714285714,4.82142857142857,1,0.691277777777778,44.6689,61.9168975069252,25.3873806538152,51.5597611448866,0.584694202342024
SS8 ,292778.008298755,579649.011538825,183499.81048378,4.84,5.16,5.56,2,8,6,5.48,1,0.767861111111111,49.5192,61.5619658119658,20.940855979595,51.5239061442851,0.585733179154196
SS9 ,424897.755646817,583940.774962253,187306.09488939,7.42307692307692,7.61538461538462,8.23076923076923,6.57692307692308,7.11538461538462,6.46153846153846,6.61538461538462,1,0.773583333333333,51.9337,61.4720432342548,20.2825342650743,51.5565515022724,0.646982633480566
ST1 ,108554.485148515,388597.832732022,347867.254648701,2.92307692307692,1.92307692307692,7.07692307692308,2.53846153846154,3.69230769230769,4.42307692307692,7,2,3.59125,303.5559,62.0539772727273,24.3436240858541,53.0302840085042,-2.1735903741297
ST10,251361.557971015,402221.065070733,343320.80530525,8.42857142857143,6.80952380952381,4.76190476190476,6.14285714285714,4.76190476190476,9.57142857142857,3.04761904761905,2,3.43625,289.6399,62.7612966601179,33.220250824394,52.9769302465155,-1.98585426036748
ST11,248262.711864407,395878.280776454,340901.766957385,6.83333333333333,5.5,7.66666666666667,5.66666666666667,7.66666666666667,9.33333333333333,5.66666666666667,2,3.42963888888889,293.7329,62.1164789001337,25.368401044866,52.9610016953635,-2.08820359901264
ST12,296056.451612903,388499.243330487,338712.620516652,7.125,5.375,5.125,6.25,6.5,8.125,3.125,2,3.56102777777778,300.0811,62.23086711507,24.5626395352897,53.0136182487824,-2.1295071019243
ST13,264917.08994709,398620.966140301,355865.803269372,7,5.53333333333333,7.06666666666667,4.93333333333333,5.6,9.93333333333333,4.6,1,3.79897222222222,312.5485,63.2163461538462,32.8018487804277,53.090813384843,-2.07875645880714
ST14,259897.890625,408882.646465071,334281.273850259,7.23076923076923,6.23076923076923,5.84615384615385,6.07692307692308,4.76923076923077,8.15384615384615,4.69230769230769,1,3.31325,281.0703,60.5697115384615,18.9734418443003,52.8964542503388,-1.9224252665716
ST15,301971.309859155,390007.415156972,333714.274325536,8.07692307692308,6.38461538461539,3.46153846153846,7.69230769230769,7.30769230769231,9.30769230769231,1.84615384615385,1,3.44955555555556,290.9743,61.9405878674171,27.7655543475623,52.890305676863,-2.19803804593584
ST16,587176.56185567,392099.916374713,324157.480205466,6.75,5.33333333333333,6.04166666666667,5.79166666666667,6.16666666666667,9.29166666666667,4.29166666666667,0,3.28080555555556,281.8012,62.0499445061043,28.7374437937555,52.821619574403,-2.10375598105789
ST17,239882.989690722,393335.838094919,321253.807516402,7.43478260869565,6.65217391304348,7.17391304347826,6.69565217391304,7.95652173913044,8.82608695652174,4.60869565217391,0,3.29472222222222,269.9478,62.3372591006424,29.8862258455664,52.7770790146506,-2.06190920729352
ST18,345866.132653061,394829.298533286,324259.214359558,8.4,7.4,5.8,7.6,7,9.4,4,0,3.19411111111111,272.2998,62.0902872777018,29.2064053635354,52.779260751101,-2.10424812366041
ST19,384191.885057471,390133.94206684,312377.730938903,6.91666666666667,7.41666666666667,5.83333333333333,5.75,5.08333333333333,5.25,3.33333333333333,0,3.09288888888889,265.2128,61.873572593801,32.4125744914605,52.6942586718767,-2.16795592962726
ST2 ,150365.328467153,391012.277034247,347875.741777934,4.36,2.8,7.72,3.28,6.48,7.28,6.32,1,3.64777777777778,307.0782,62.1726604979491,24.6982908317795,53.0344423761761,-2.12697466644807
ST20,359583.448275862,381622.653956453,321687.180578658,7.8,8.2,4.2,7.8,4.8,10,2.8,0,3.46044444444444,293.2359,71.4848484848485,46.2269031781227,52.818855349067,-2.29675452905645
ST21,365214.285714286,382109.140198191,330594.031989609,9,8,10,7,5,10,5,0,3.38311111111111,285.4076,59.5581395348837,17.6235465116279,52.8518263639462,-2.24636863285993
ST3 ,150720.463483146,391821.812897888,342664.701743556,4.04651162790698,2.3953488372093,7.04651162790698,3.02325581395349,6.23255813953488,6.53488372093023,5.65116279069768,2,3.48277777777778,296.8793,62.1856148491879,24.8797890110466,52.9771845221298,-2.12920765110444
ST4 ,165582.810526316,387704.521497836,344248.907068514,4.85294117647059,2.67647058823529,7.85294117647059,4.73529411764706,3.94117647058824,5.32352941176471,6.58823529411765,2,3.52825,302.1332,62.0422220382482,24.5304244709798,52.991390147054,-2.1824665826849
ST5 ,191534.655844156,384034.514906646,346599.858134861,5.65217391304348,3.69565217391304,8.67391304347826,4.86956521739131,6.36956521739131,8.34782608695652,5.47826086956522,1,3.54888888888889,302.3055,62.1061079392438,25.320026252946,53.0202145805038,-2.24453734080165
ST6 ,164556.861413044,387391.647223954,351262.322740943,3.52631578947368,2.10526315789474,6.97368421052632,2.65789473684211,5.07894736842105,6.13157894736842,5.86842105263158,1,3.702,309.9013,62.1710538383931,24.1658397166939,53.0644954201995,-2.17734805800169
ST7 ,212084.425595238,382106.144251189,354428.854812592,6.53125,4.875,7.875,5.34375,7.8125,9.03125,4.59375,0,3.66483333333333,312.6261,62.0322524407253,25.652839284824,53.0841876853787,-2.25843123674988
ST8 ,204325,388731.522672136,357488.640998249,6,5.28571428571429,8,4.28571428571429,7.57142857142857,10,5.28571428571429,1,3.81011111111111,317.0303,62.134187252211,24.1241292081827,53.1108881251996,-2.17479791805401
ST9 ,292937.333333333,393685.063313855,350204.636321698,8,6.5,7.5,7.5,8.5,10,5,1,3.56811111111111,302.5866,62.5646459227468,28.2592676948673,53.0260695682943,-2.08643236677345
SW10,1942744.66019417,526238.644932664,177633.880060465,3.83333333333333,7.83333333333333,2.22222222222222,8.33333333333333,1.94444444444444,1,9.55555555555556,4,0.7305,26.2882,63.315753127343,30.7952487658714,51.4827386077249,-0.183148497711177
SW11,878640.239622642,527650.163141351,175987.620849569,4.83333333333333,7.25,3.97916666666667,8.58333333333333,2.41666666666667,1,8.6875,4,0.688305555555556,24.0215,63.2949654038763,30.7675534508359,51.4657295221972,-0.158727935226154
SW12,856463.394849786,528723.163240796,173532.323451174,4.55555555555556,6.40740740740741,4.37037037037037,9.18518518518519,2.88888888888889,1,8.40740740740741,5,0.676666666666667,24.6751,63.2828362431297,30.852226667709,51.4448650787021,-0.146900693730233
SW13,1427376.08080808,522136.926129819,176755.804579656,5.53333333333333,9.2,6.46666666666667,8.93333333333333,3.6,1.53333333333333,7.73333333333333,4,0.964472222222222,35.4239,62.4390234907991,24.8800864929207,51.4648536506517,-0.303145929309043
SW14,1139526.76811594,520526.252687454,175507.137219217,6.2,9.9,7.2,9.8,3,1.4,6.8,3,0.896722222222222,31.9375,62.9073946312092,28.3773806361828,51.4615543128782,-0.268158888328753
SW15,897349.1875,523142.609546085,174625.167074355,5.56756756756757,7,3.2972972972973,8.05405405405405,3.45945945945946,1.32432432432432,7,4,0.834916666666667,29.031,63.1387220853972,30.2161718559305,51.4510512446053,-0.224593134868443
SW16,580985.066079295,530129.073311072,170838.099055536,4.47619047619048,6.57142857142857,3.07142857142857,7.30952380952381,2.21428571428571,1.16666666666667,8.5,5,0.698083333333333,24.4129,63.0170468481727,29.4808102342594,51.4214536729303,-0.135267926680993
SW17,702701.460154242,527699.549578137,171818.387577155,4.42857142857143,6.28571428571429,3.68571428571429,8.28571428571429,2.68571428571429,1.11428571428571,9.14285714285714,5,0.765777777777778,26.6775,63.1640076112412,30.424590198571,51.4334253409025,-0.172617030182166
SW18,791703.403162055,525767.800919446,174027.423374503,5.58620689655172,8.06896551724138,4.93103448275862,9.06896551724138,3.24137931034483,1.24137931034483,8.55172413793103,4,0.773555555555556,26.9887,63.2510871746839,30.6961197479981,51.4671877327639,-0.193533272657997
SW19,954879.887473461,525251.6199272,170912.743753672,7.15555555555556,8.48888888888889,5.51111111111111,9.46666666666667,3.73333333333333,1.75555555555556,7.55555555555556,5,0.842555555555556,30.3663,63.0844797936372,30.1377820252343,51.4259364086948,-0.206944456684694
SW1A,3668750,529533.786839323,180156.262843552,6,9,5,9,1.25,1.25,9.25,2,0.624083333333333,21.8691,63.3670892486369,31.0410762888542,51.5030661913172,-0.133117108744356
SW1E,3867333.33333333,529199.223076923,179326.349735002,8.5,5.5,4.5,9.5,2.5,1,10,3,0.616694444444445,22.2376,63.3813527267726,31.0771489635586,51.494237355058,-0.141250792893488
SW1H,1618075,529647.908885367,179455.496703645,7,5,3.5,7,3,1,10,3,0.638138888888889,22.9476,63.3763667092057,31.089974526831,51.4920715740962,-0.149066884150594
SW1P,4345775.51020408,529756.723013869,178863.142396811,6.14285714285714,6.57142857142857,4.42857142857143,8.28571428571429,2,1,9.85714285714286,3,0.713777777777778,25.5723,63.3451074076181,31.0416054561172,51.4927691163681,-0.178816903453431
